Address,Price,Property Type,Bedrooms,Bathrooms,Size
"6 Pegler Square
Kidbrooke Village
Greenwich, London
SE3 9GR","£147,500",Flat,3.0,,Ask developer
"Doyle Road, London, SE25","£147,250",Flat,3.0,1.0,830 sq ft
"3 Knights Road, Silvertown, E16 2TZ","£147,000",Flat,1.0,1.0,Ask agent
"Apartment 102, 1 Station Road, London","£146,250",Apartment,2.0,1.0,Ask agent
"91 Hilltop Avenue, London, NW10","£146,000",Apartment,2.0,1.0,Ask agent
"Elmington Road, London","£146,000",Flat,1.0,1.0,Ask agent
"Flat 1, 71 Selhurst Road, London, SE25 5QB","£146,000",Flat,1.0,,Ask agent
"York House Place, Kensington, W8","£145,000",,,,Ask agent
"Thessaly Road, London","£145,000",Apartment,1.0,1.0,561 sq ft
"Academia Way, London, N17","£145,000",Flat,1.0,1.0,Ask agent
"Chadwick Way, North Thamesmead","£145,000",Studio,,1.0,Ask agent
"Culverley Road, London, SE6","£145,000",Flat,1.0,1.0,Ask agent
"Crothall Close, London","£145,000",Retirement Property,1.0,1.0,Ask agent
"Flat 5, 1-11 Eastdown Court, Eastdown Park, Lewisham, London, SE13 5HU","£145,000",Flat,2.0,,Ask agent
"Landmark Pinnacle, Canary Wharf, E14","£145,000",Apartment,1.0,1.0,Ask agent
"Culverley Road, London, SE6","£145,000",Flat,1.0,1.0,Ask agent
"Ceylon House, 70 Alie Street, London, Greater London, E1 8PZ","£145,000",Apartment,1.0,1.0,Ask agent
"North Woolwich Road, Royal Docks, E16 2EE","£143,750",Flat,3.0,1.0,Ask agent
"YMCC House, 49 Lea Bridge Road, London, E5","£143,750",Maisonette,2.0,1.0,Ask agent
"Thessaly Road, London","£143,750",Apartment,1.0,1.0,546 sq ft
"Enterprise Way, London","£143,500",Apartment,1.0,1.0,Ask agent
"225 Marsh Wall,
East London,
E14 9SG","£143,125",Flat,1.0,1.0,621 sq ft
"Capital Interchange Way,
Brentford, 
TW8 0EX","£142,500",Apartment,2.0,,Ask developer
"St James's Crescent, Brixton, London, SW9","£142,500",Flat,2.0,,Ask agent
"6 Pegler Square
Kidbrooke Village
Greenwich, London
SE3 9GR","£142,500",End of Terrace,2.0,,Ask developer
"Hanwell Square,
Boston Road,
London,
W7","£142,500",Apartment,1.0,,Ask developer
"Meridian Water,
Enfield,
London,
N18 2DX","£141,875",Flat,3.0,2.0,"1,066 sq ft"
"Hanwell Square,
Boston Road,
London,
W7","£141,550",Apartment,1.0,,Ask developer
"Anderson Square, Bow, London, E3","£141,000",Flat,2.0,2.0,847 sq ft
"Church Road, Leyton","£140,000",Maisonette,2.0,1.0,Ask agent
"Sunny Bank, London, SE25","£140,000",Apartment,1.0,1.0,Ask agent
"Allen Mansions, London, W8","£140,000",Garages,,,Ask agent
"Leslie Road, Leytonstone, E11","£140,000",Flat,,,Ask agent
"Lavender Hill, Clapham Junction, London, SW11","£140,000",Garages,,,232 sq ft
"Highbrook House, Barnet, London, N20","£140,000",Flat,2.0,,Ask agent
"Flat 25 Belgravia House, 30 Clarence Avenue, Clapham, London, SW4 8HY","£140,000",Apartment,1.0,,667 sq ft
"Central Way, Park Royal","£140,000",Apartment,1.0,1.0,Ask agent
"Flat 41 Redwing Court, 25 Catkin Road, London, NW9","£100,625",Flat,1.0,1.0,Ask agent
"High Road, London, NW10","£140,000",Flat,1.0,1.0,Ask agent
"Station Road, London","£140,000",Flat,1.0,1.0,Ask agent
"Clyde Terrace, London, SE23","£140,000",Flat,1.0,1.0,Ask agent
"Leslie Road, London","£140,000",,,1.0,118 sq ft
"Leagrave Street,
London,
E5 9QX","£140,000",Flat,2.0,,648 sq ft
"Mill Court, London, SW18 5AE","£140,000",Flat,2.0,1.0,Ask agent
"Plumstead High Street, London, SE18","£140,000",Flat,1.0,1.0,Ask agent
"Chelsea Crescent, Chelsea Harbour","£139,950",House Boat,1.0,1.0,420 sq ft
"Chelsea Harbour, Chelsea, SW10","£139,950",House Boat,1.0,1.0,Ask agent
"Flat 42, 8 Bradley Road, London","£139,500",Apartment,1.0,1.0,Ask agent
"Meridian Water,
Enfield,
London,
N18 2DX","£139,375",Duplex,2.0,2.0,883 sq ft
"The Pensmith, Peckham High Street, London, SE15","£138,750",Apartment,2.0,,928 sq ft
"Alta at Consort Place, Manilla Street, London, E14","£138,750",Apartment,1.0,,548 sq ft
"225 Marsh Wall,
East London,
E14 9SG","£138,125",Flat,1.0,1.0,576 sq ft
"Perryfield Way, 
Hendon,
London, 
NW9 7DL","£138,125",Flat,2.0,,837 sq ft
"225 Marsh Wall,
East London,
E14 9SG","£138,125",Flat,1.0,1.0,604 sq ft
"Makers Yard, Copal House, London, E16","£138,125",Apartment,2.0,,764 sq ft
"Manilla Street, London","£137,750",Apartment,1.0,1.0,547 sq ft
"Makers Yard, Copal House, London, E16","£137,500",Flat,2.0,,753 sq ft
"225 Marsh Wall,
East London,
E14 9SG","£137,500",Flat,1.0,1.0,535 sq ft
"The Restorey, Central Way, London, Nw10","£137,500",Apartment,3.0,1.0,Ask agent
"Pimento House, Goodman’s Fields, E1","£137,500",Flat,1.0,1.0,541 sq ft
"Leagrave Street,
London,
E5 9QX","£137,500",Flat,2.0,,660 sq ft
"Cam Road, London","£137,200",Apartment,2.0,1.0,Ask agent
"South Grove,
Waltham Forest,
E17","£123,750",Flat,2.0,,Ask developer
"Atelier Court, Poplar, London, E14","£136,500",Flat,2.0,1.0,684 sq ft
"Isambard Court, Brentford, London, TW8","£136,500",Flat,1.0,,Ask agent
"High Road, North Finchley","£136,500",Flat,1.0,1.0,Ask agent
"Alta at Consort Place, Manilla Street, London, E14","£136,250",Apartment,1.0,,548 sq ft
"Makers Yard, London, E16","£136,250",Apartment,2.0,,694 sq ft
"Heath Road, Twickenham","£135,980",Flat,1.0,1.0,Ask agent
"Wood Lane,
White City,
London,
W12 7RQ","£135,625",Flat,,,Ask developer
"Somborne House, London, SW15","£135,000",Apartment,,1.0,Ask agent
"Walker Close, W7","£135,000",Retirement Property,1.0,1.0,Ask agent
"Grilse Close, Edmonton, London, N9","£135,000",Studio,,1.0,291 sq ft
"Limerick Close, Clapham South, London, SW12","£135,000",Apartment,1.0,1.0,566 sq ft
"Lychgate Court, 34 Friern Park, London, N12","£135,000",,1.0,1.0,Ask agent
"Ainsley Close, London, N9","£135,000",Retirement Property,1.0,1.0,Ask agent
"Winslade Way, London, SE6","£135,000",Flat,1.0,1.0,420 sq ft
"Goldcrest House, 2a Mary Neuner Road, London","£135,000",Apartment,2.0,1.0,Ask agent
"Blackbird Hill, Neasden","£135,000",Flat,1.0,1.0,Ask agent
"Farlow House, Brixton, SW9","£135,000",Apartment,2.0,2.0,Ask agent
"Kingsway, London N12","£135,000",Retirement Property,1.0,1.0,419 sq ft
"Oakhill Road, London, SW15","£133,750",Flat,1.0,1.0,Ask agent
"2 Anderson Square, London, E3 3XL","£133,500",Flat,2.0,1.0,Ask agent
"South Grove,
Waltham Forest,
E17","£133,125",Flat,2.0,,Ask developer
"Flat 2 Redwing Court, 25 Catkin Road, London, NW9","£133,125",Flat,2.0,2.0,Ask agent
"3 Knights Road, Silvertown, E16 2TZ","£133,000",Flat,1.0,1.0,Ask agent
"Friern Barnet Lane, London, N20","£133,000",Retirement Property,1.0,1.0,Ask agent
"Vanquish Close, Twickenham","£132,500",Apartment,1.0,1.0,Ask agent
"South Grove,
Waltham Forest,
E17","£132,500",Flat,2.0,,Ask developer
"Caversham Road, London","£132,500",Flat,2.0,,781 sq ft
"Royal Crest Avenue, Newham,
London, 
E16 2AX","£132,500",Flat,2.0,,Ask developer
"Perryfield Way, 
Hendon,
London, 
NW9 7DL","£132,500",Flat,2.0,,756 sq ft
"South Grove,
Waltham Forest,
E17","£131,875",Flat,2.0,,Ask developer
"Caversham Road, London","£131,875",Flat,2.0,,751 sq ft
"118 Oliver Road,
London,
E10 5UJ","£131,750",Apartment,2.0,,Ask developer
"South Grove,
Waltham Forest,
E17","£131,250",Flat,2.0,,Ask developer
"South Grove,
Waltham Forest,
E17","£131,250",Flat,2.0,,Ask developer
"The Restorey, Central Way, London, Nw10","£131,250",Apartment,3.0,1.0,Ask agent
"Hargood House, Greenwich, London, SE10","£131,250",Flat,2.0,1.0,786 sq ft
"300 Manor Rd,
London,
E16 4PA","£130,625",Flat,2.0,2.0,866 sq ft
"South Grove,
Waltham Forest,
E17","£130,625",Flat,2.0,,Ask developer
"South Grove,
Waltham Forest,
E17","£130,625",Flat,2.0,,Ask developer
"Apartment 96, 1 Station Road, London","£130,625",Apartment,2.0,1.0,Ask agent
"St. Katharine Docks, Wapping, E1W","£130,000",House Boat,2.0,2.0,421 sq ft
"Brownhill Road, London, SE6","£130,000",Apartment,1.0,1.0,Ask agent
"93 Carson Road, Canning Town, London, E16 4BD","£130,000",Flat,2.0,,Ask agent
"118 Oliver Road,
London,
E10 5UJ","£130,000",Apartment,2.0,,Ask developer
"Maida Avenue, Little Venice","£130,000",House Boat,1.0,,233 sq ft
"Cordage Works, Walthamstow","£130,000",Flat,2.0,1.0,787 sq ft
"Hargrave Road, London, N19","£115,000",Flat,,1.0,Ask agent
"South Grove,
Waltham Forest,
E17","£130,000",Flat,2.0,,Ask developer
"Cordage Works, Walthamstow","£130,000",Flat,2.0,1.0,758 sq ft
"Paxton Court, Marvels Lane, London, SE12","£130,000",Retirement Property,1.0,1.0,501 sq ft
"Luminesce, Salter Street, London, E14","£130,000",Apartment,2.0,,Ask agent
"York House Place, London","£130,000",,,,Ask agent
"Victoria Park Road, London","£130,000",Apartment,1.0,1.0,Ask agent
"Weston Park, Crouch End","£130,000",Flat,,1.0,Ask agent
"Lychgate Court, North Finchley, N12","£130,000",Flat,1.0,1.0,407 sq ft
"Barking Road, London, E13","£130,000",Apartment,1.0,1.0,Ask agent
"Crothall Close, London","£130,000",Apartment,1.0,1.0,Ask agent
"Henley Cross,
Kidbrooke,
London,
SE3 9JU","£130,000",Apartment,2.0,1.0,686 sq ft
"Cordage Works, Walthamstow","£128,750",Flat,2.0,2.0,758 sq ft
"6 Pegler Square
Kidbrooke Village
Greenwich, London
SE3 9GR","£128,750",Flat,2.0,,Ask developer
"Apartment 76, Ferry Island North Ap, 1 Station Road, London","£128,125",Apartment,2.0,1.0,Ask agent
"Reaston Street, London, SE14","£128,000",Flat,1.0,1.0,Ask agent
"No.1 Wood Street, Wood Street, London, E17","£128,000",Apartment,2.0,,839 sq ft
"South Grove,
Waltham Forest,
E17","£127,500",Flat,2.0,,Ask developer
"Coronation Square,
118 The Score Centre, Leyton,
London,
E10 5UT","£127,500",Apartment,2.0,2.0,793 sq ft
"Colts Village Apartments, 2 Castle Street, London, E6","£127,500",Flat,3.0,1.0,978 sq ft
"6 Pegler Square
Kidbrooke Village
Greenwich, London
SE3 9GR","£126,875",Flat,2.0,,Ask developer
"South Grove,
Waltham Forest,
E17","£126,875",Flat,2.0,,Ask developer
"South Grove,
Waltham Forest,
E17","£126,875",Flat,2.0,,Ask developer
"FOYLE COURT,
2 CLAYTON FIELD,
London,
NW9 5WY","£126,250",Apartment,2.0,2.0,792 sq ft
"Wood Lane,
White City,
London,
W12 7RQ","£126,250",Flat,,,Ask developer
"The Ridgeway,  
Mill Hill, 
London, 
NW7 1AA","£126,250",Flat,2.0,,Ask developer
"The Ridgeway,  
Mill Hill, 
London, 
NW7 1AA","£126,250",Flat,2.0,,Ask developer
"Curlew House,
1 Hawser Lane,
London,
E14 0XZ","£126,250",Apartment,2.0,2.0,709 sq ft
"Gascoigne Close, London","£126,000",Flat,2.0,1.0,Ask agent
"Long Lane, London Bridge, London, SE1","£126,000",Studio,,1.0,340 sq ft
"Copeland Road, London, SE15","£125,000",Flat,2.0,1.0,783 sq ft
"Ealing Road, Brentford, TW8","£125,000",Flat,2.0,1.0,876 sq ft
"Marvels Lane, London","£125,000",Apartment,1.0,,Ask agent
"Hops House, Walthamstow, London, E17","£125,000",Flat,2.0,,Ask agent
"Garratt Lane, Wandsworth Town, London, SW18","£125,000",Flat,2.0,2.0,654 sq ft
"St. Katharine Docks, Wapping, E1W","£125,000",House Boat,2.0,1.0,Ask agent
"Toby Court Tramway Avenue, London, N9","£125,000",Flat,1.0,1.0,Ask agent
"Cambridge Road, London, E11 2PS","£125,000",Retirement Property,1.0,1.0,474 sq ft
"Apartment 18, Ferry Island North Ap, 1 Station Road, London","£125,000",Apartment,2.0,1.0,Ask agent
"7 Gatliff Road, Victoria, London, SW1W","£125,000",Apartment,1.0,1.0,Ask agent
"Ealing Road, Trico House Ealing Road, TW8","£125,000",Flat,2.0,1.0,876 sq ft
"Avenue Road, London, N14","£125,000",Retirement Property,1.0,1.0,Ask agent
"Marvels Lane, London","£125,000",Apartment,1.0,1.0,Ask agent
"Highbrook House, Whetstone, London, N20","£125,000",Flat,2.0,,Ask agent
"York House Place, London, W8","£125,000",Parking,,,Ask agent
"Maida Avenue, London","£125,000",House Boat,1.0,1.0,Ask agent
"56 Cambridge Road, London, ., E11 2PS","£125,000",,1.0,1.0,Ask agent
"Film Square, Marlowe Road, London E17","£125,000",Apartment,2.0,,764 sq ft
"Allison Road, London","£125,000",Flat,1.0,1.0,Ask agent
"140 Wales Farm Road,
Acton,
London,
W3 6UG","£113,750",Flat,1.0,1.0,52 sq ft
"1 Furmage Street, London, SW18","£125,000",Apartment,2.0,3.0,Ask agent
"Milkwood Road, Brixton, London, SE24","£125,000",Studio,,1.0,221 sq ft
"Henley Cross,
Kidbrooke,
London,
SE3 9JU","£125,000",Apartment,2.0,2.0,809 sq ft
"FOYLE COURT,
2 CLAYTON FIELD,
London,
NW9 5WY","£124,375",Apartment,2.0,2.0,793 sq ft
"Henley Cross,
Kidbrooke,
London,
SE3 9JU","£124,375",Apartment,2.0,2.0,783 sq ft
"Borough, London, SE1 4NE","£124,000",Flat,1.0,1.0,Ask agent
"Henley Cross,
Kidbrooke,
London,
SE3 9JU","£123,750",Apartment,2.0,2.0,783 sq ft
"Brunswick House, 62 Neasden Lane, London, NW10","£123,125",Flat,2.0,2.0,Ask agent
"FOYLE COURT,
2 CLAYTON FIELD,
London,
NW9 5WY","£123,125",Apartment,2.0,2.0,793 sq ft
"Apartment 36, 1 Station Road, London","£123,125",Apartment,2.0,1.0,Ask agent
"Isambard Court, Brentford, London, TW8","£123,000",Flat,1.0,,Ask agent
"The Silkworks, Osier Way, London, E10","£122,500",Apartment,2.0,,771 sq ft
"Maestro Apartments, Violet Road, London, E3","£122,500",Apartment,1.0,1.0,Ask agent
"Brunswick House, 62 Neasden Lane, London, NW10","£122,500",Flat,2.0,2.0,Ask agent
"Fairway Court, London, E3 3UF","£122,500",Flat,1.0,1.0,Ask agent
"6 Pegler Square
Kidbrooke Village
Greenwich, London
SE3 9GR","£122,500",Flat,2.0,,Ask developer
"Hutchings Street, London, E14","£122,500",Apartment,1.0,1.0,Ask agent
"York Road, London","£121,250",Apartment,1.0,1.0,"5,570 sq ft"
"Apartment 17, Ferry Island North Ap, 1 Station Road, London","£121,250",Apartment,2.0,1.0,Ask agent
"FOYLE COURT,
2 CLAYTON FIELD,
London,
NW9 5WY","£121,250",Apartment,2.0,2.0,790 sq ft
"4 Nicholson Square, London, E3 3UB","£120,750",Flat,1.0,1.0,Ask agent
"City Angel, Islington, London, EC1V","£120,625",Studio,,1.0,Ask agent
"GASCOIGNE CLOSE, (40% SHARE), Tottenham, London, N17","£120,000",Flat,2.0,1.0,607 sq ft
"Culverley Road, London, SE6","£120,000",Flat,1.0,1.0,Ask agent
"Nightingale Court, Crystal Palace, SE19 2TJ","£120,000",Flat,1.0,1.0,Ask agent
"Haynes Close, N11","£120,000",Flat,1.0,1.0,Ask agent
"Kirtling Street, Nine Elms, SW8","£120,000",House Boat,2.0,1.0,Ask agent
"Mercury, Rainbow Quay, SE16","£120,000",House Boat,1.0,1.0,Ask agent
"6 Pegler Square
Kidbrooke Village
Greenwich, London
SE3 9GR","£120,000",Flat,2.0,,Ask developer
"Cumberland Place, London, SE6","£120,000",Flat,1.0,,Ask agent
"Epping court, East Dulwich, SE22 8NJ","£120,000",Flat,2.0,1.0,Ask agent
"Culverley Road, London, SE6","£120,000",Flat,1.0,1.0,Ask agent
"Siena House, City Road, Islington, EC1V","£120,000",Studio,,1.0,449 sq ft
"Marsh Wall, London, E14","£120,000",Studio,,1.0,480 sq ft
"Cobden Walk, Peckham, LONDON, SE15","£120,000",Flat,1.0,1.0,583 sq ft
"York House Private Car Park, York House Place, London, W8","£120,000",Parking,,,Ask agent
"York Road, London","£119,500",Apartment,1.0,1.0,"5,130 sq ft"
"Henley Cross,
Kidbrooke,
London,
SE3 9JU","£118,750",Apartment,2.0,1.0,686 sq ft
"Portland Road, South Croydon, SE25","£118,750",Flat,3.0,1.0,830 sq ft
"Woodberry Grove,
North London,
N4 2UQ","£118,750",Flat,1.0,1.0,549 sq ft
"City Angel, Islington, London, EC1V","£118,125",Studio,,1.0,449 sq ft
"City Angel, Islington, London, EC1V","£118,125",Studio,,1.0,Ask agent
"Victoria Road, Acton, W3","£118,000",Apartment,1.0,1.0,Ask agent
"Methven Court, Edmonton, London, N9","£118,000",Flat,2.0,,Ask agent
"York Road, London","£117,500",Apartment,1.0,1.0,538 sq ft
"City Angel, Islington, London, EC1V","£117,500",Studio,,1.0,423 sq ft
"Vermont House, London, EC1V","£117,500",Apartment,1.0,1.0,449 sq ft
"140 Wales Farm Road,
Acton,
London,
W3 6UG","£117,500",Flat,1.0,1.0,53 sq ft
"Helo Tower, York Road, London, SW11","£117,500",Apartment,1.0,1.0,Ask agent
"Corsair House, 9 Starboard Way, London, Greater London, E16 2NZ","£117,000",Apartment,1.0,1.0,Ask agent
"Curlew House,
1 Hawser Lane,
London,
E14 0XZ","£116,875",Flat,2.0,1.0,660 sq ft
"Curlew House,
1 Hawser Lane,
London,
E14 0XZ","£116,875",Flat,2.0,1.0,732 sq ft
"City Angel, Islington, London, EC1V","£116,250",Studio,,1.0,423 sq ft
"Henley Cross,
Kidbrooke,
London,
SE3 9JU","£116,250",Apartment,2.0,1.0,686 sq ft
"Copeland Road, LONDON, SE15","£116,250",Flat,1.0,1.0,795 sq ft
"Springfield Drive, London","£116,250",Apartment,1.0,1.0,710 sq ft
"North Woolwich Road, Royal Docks, E16 2EE","£116,250",Flat,2.0,1.0,Ask agent
"Earlham Grove, London, E7","£115,625",Flat,1.0,1.0,Ask agent
"Homewillow Close, Winchmore Hill","£115,500",Retirement Property,1.0,1.0,Ask agent
"Paxton Court, Marvels Lane, Chinbrook, SE12","£115,000",Apartment,1.0,1.0,Ask agent
"City angel, Islington, London, EC1V","£115,000",Studio,,1.0,438 sq ft
"Newson House, London, Brixton, SW9","£115,000",Apartment,1.0,1.0,Ask agent
"Henley Cross,
Kidbrooke,
London,
SE3 9JU","£115,000",Apartment,2.0,1.0,686 sq ft
"Hargrave Road, Archway, London, N19","£115,000",Studio,,1.0,188 sq ft
"City angel, Islington, London, EC1V","£115,000",Studio,,1.0,423 sq ft
"57d High Street, Penge, London SE20 7HW","£115,000",Flat,2.0,,Ask agent
"Hans Place, SW1X","£115,000",Garages,,,157 sq ft
"Wrights Lane, London, W8","£115,000",Land,,,Ask agent
"Henley Cross,
Kidbrooke,
London,
SE3 9JU","£114,375",Apartment,2.0,2.0,685 sq ft
"Flat 13 Cornwallis Road, London, SE18 6SH","£114,000",Flat,2.0,1.0,Ask agent
"Longfield Avenue, London","£113,750",Apartment,1.0,1.0,517 sq ft
"Henley Cross,
Kidbrooke,
London,
SE3 9JU","£112,500",Apartment,2.0,1.0,686 sq ft
"Flat 23, 2 Bradley Road, London","£112,500",Apartment,1.0,1.0,Ask agent
"Bicknell Way, London","£111,250",Apartment,1.0,1.0,654 sq ft
"Curlew House,
1 Hawser Lane,
London,
E14 0XZ","£111,250",Apartment,1.0,1.0,544 sq ft
"Pomeroy Street, London, SE14","£111,000",Flat,1.0,1.0,Ask agent
"Goldcrest House, 2a Mary Neuner Road, London","£110,625",Apartment,1.0,1.0,Ask agent
"Merriam Close, London, E4","£110,250",Ground Flat,1.0,,Ask agent
"Kensington Heights, 91 - 95 Campden Hill Road, London, W8","£110,000",Parking,,,Ask agent
"Harbour Way, London","£110,000",Apartment,1.0,1.0,Ask agent
"1 Salamanca Place, London, Vauxhall, SE1","£110,000",Flat,1.0,1.0,528 sq ft
"Abbey Place, Felixstow Road, Abbey Wood, London, SE2","£110,000",Flat,2.0,2.0,Ask agent
"Montrose Court, Princes Gate, SW7, South Kensington, SW7","£110,000",Parking,,,235 sq ft
"Elystan Street, Chelsea, London, SW3","£110,000",Parking,,,Ask agent
"Sunny Bank, London","£110,000",Flat,1.0,1.0,500 sq ft
"Colts Village Apartments, 2 Castle Street, London, E6","£110,000",Flat,2.0,1.0,722 sq ft
"Sylvan Hill, Crystal Palace, London, SE19","£110,000",Flat,2.0,,Ask agent
"Portland Road, London, SE25","£110,000",Flat,1.0,,Ask agent
"Curlew House,
1 Hawser Lane,
London,
E14 0XZ","£109,375",Apartment,1.0,1.0,541 sq ft
"Westward Road, Chingford","£109,000",Flat,1.0,1.0,Ask agent
"140 Wales Farm Road,
Acton,
London,
W3 6UG","£108,750",Flat,1.0,1.0,53 sq ft
"Curlew House,
1 Hawser Lane,
London,
E14 0XZ","£108,750",Apartment,1.0,1.0,555 sq ft
"Abbey Place, Felixstow Road, Abbey Wood, London, SE2","£108,500",Flat,2.0,2.0,Ask agent
"Curlew House,
1 Hawser Lane,
London,
E14 0XZ","£108,125",Apartment,1.0,1.0,541 sq ft
"Meridian Water,
Enfield,
London,
N18 2DX","£108,125",Flat,2.0,1.0,689 sq ft
"Cannon Road, London","£108,000",Flat,2.0,1.0,Ask agent
"118 Oliver Road,
London,
E10 5UJ","£108,000",Apartment,1.0,,Ask developer
"The Pensmith, Sumner Road, London, SE15","£107,500",Apartment,1.0,,790 sq ft
"Capital Interchange Way,
Brentford, 
TW8 0EX","£107,500",Flat,1.0,,Ask developer
"Oswald House, London","£107,500",Apartment,1.0,1.0,Ask agent
"Lightford House, Brixton, London, SW9","£107,500",Apartment,1.0,1.0,Ask agent
"Lightford House, Brixton, SW9","£107,500",Flat,1.0,1.0,Ask agent
"Bradley Road, Clapham, London, SW4","£107,500",Flat,1.0,,Ask agent
